id_category,id_parameter
118,1693
118,1695
118,1696
118,1697
118,1699
118,1700
118,1701
118,1702
118,1703
119,1704
119,1705
119,1706
119,1707
119,1708
119,1709
119,1710
119,1711
119,1712
121,1713
121,1714
121,1715
121,1716
122,1717
122,1719
122,1720
122,1721
122,1724
122,1725
122,1726
122,1727
122,1728
122,1729
122,1730
122,1731
122,1732
122,1733
122,1734
122,1735
122,1736
122,1737
122,1738
122,1739
122,1740
122,1741
122,1742
122,1743
122,1744
122,1745
122,1746
122,1747
122,1749
123,1750
123,1751
123,1752
123,1753
123,1754
123,1755
123,1756
123,1757
123,1758
123,1759
123,1760
124,1761
124,1762
124,1763
124,1764
124,1765
124,1766
124,1767
124,1768
124,1769
124,1770
124,1771
124,1772
124,1773
124,1774
124,1775
124,1776
124,1777
124,1778
124,1779
125,1781
125,1782
125,1783
125,1784
125,1785
125,1786
125,1788
125,1789
125,1790
125,1791
125,1793
125,1794
125,1796
126,1797
126,1798
126,1799
126,1800
126,1801
126,1802
126,1803
126,1804
126,1805
126,1807
126,1808
126,1809
126,1810
126,1811
126,1812
126,1813
126,1814
126,1815
126,1816
126,1817
126,1818
126,1821
126,1822
126,1823
126,1824
126,1825
126,1827
126,1828
126,1829
126,1830
126,1831
126,1832
126,1833
126,1835
126,1836
126,1837
127,1838
127,1839
127,1840
127,1841
127,1843
127,1844
127,1845
127,1846
127,1847
127,1848
127,1849
127,1850
127,1851
127,1852
127,1853
127,1854
127,1855
127,1856
127,1857
127,1858
127,1859
127,1860
127,1862
127,1863
127,1864
127,1865
127,1866
127,1867
127,1868
127,1870
127,1871
127,1873
127,1874
127,1875
127,1876
128,1877
128,1878
128,1879
128,1881
128,1882
128,1883
128,1884
128,1885
128,1886
128,1887
128,1888
128,1889
128,1891
128,1893
128,1894
128,1895
128,1896
128,1897
128,1899
130,1900
130,1901
130,1902
130,1903
130,1904
130,1905
130,1906
130,1907
130,1908
130,1910
130,1911
130,1912
130,1914
130,1915
130,1916
130,1917
130,1918
130,1919
130,1920
130,1921
130,1922
130,1923
130,1925
130,1926
130,1927
130,1928
130,1930
130,1931
130,1933
131,1934
131,1935
131,1936
132,1939
132,1941
132,1943
132,1944
132,1945
132,1946
132,1947
132,1948
132,1949
132,1951
132,1952
132,1953
132,1954
132,1956
132,1958
132,1959
132,1960
132,1961
132,1962
133,1963
133,1964
133,1965
133,1966
133,1967
133,1968
133,1969
133,1970
133,1971
133,1972
133,1974
133,1975
133,1976
133,1977
133,1978
133,1979
133,1980
133,1981
133,1982
133,1983
134,1984
134,1985
134,1986
134,1987
134,1988
134,1989
134,1990
134,1992
134,1993
134,1994
134,1995
134,1996
134,1997
134,1998
134,1999
138,2001
138,2002
138,2003
138,2004
138,2005
138,2006
138,2007
139,2008
139,2009
139,2010
139,2011
139,2012
139,2013
139,2014
139,2015
139,2016
139,2017
139,2018
139,2019
139,2020
139,2021
139,2022
139,2023
139,2024
139,2025
139,2026
140,2027
140,2028
140,2030
140,2031
140,2032
140,2033
140,2034
140,2035
140,2036
140,2038
140,2039
140,2040
140,2041
140,2044
140,2045
142,2048
142,2050
142,2051
142,2052
144,2053
144,2054
144,2055
144,2056
144,2057
144,2058
144,2059
144,2060
144,2061
144,2062
144,2063
144,2064
144,2065
144,2066
144,2067
144,2068
144,2069
145,2070
145,2071
145,2072
145,2073
148,2074
148,2076
148,2077
148,2078
148,2079
148,2080
148,2082
148,2085
149,2086
149,2087
149,2088
149,2089
149,2090
149,2091
149,2092
149,2093
149,2094
149,2095
149,2097
149,2098
149,2099
149,2100
149,2101
149,2102
149,2103
149,2104
149,2105
149,2106
149,2107
149,2108
149,2109
149,2110
149,2111
149,2112
149,2113
149,2114
149,2115
149,2116
149,2117
151,2142
151,2143
151,2144
151,2145
151,2146
151,2147
151,2148
151,2149
151,2150
151,2151
151,2152
151,2153
151,2154
151,2155
151,2156
152,2158
152,2159
152,2160
152,2161
153,2163
153,2164
153,2165
153,2166
153,2167
153,2170
154,2172
154,2174
154,2175
154,2176
154,2177
154,2180
154,2181
154,2182
154,2184
155,2187
155,2189
155,2190
155,2191
155,2192
155,2193
155,2195
155,2197
155,2198
156,2199
156,2200
156,2203
156,2204
156,2205
156,2207
156,2209
156,2212
156,2214
156,2215
156,2216
156,2217
156,2218
157,2221
157,2222
157,2224
157,2225
157,2226
157,2227
157,2228
157,2229
157,2233
157,2234
157,2236
157,2237
157,2238
157,2240
157,2243
159,2244
159,2245
159,2250
159,2253
159,2254
159,2259
159,2262
159,2263
159,2264
