id_product,launch_date,net_price
83,2019-07-01,19.99
83,2020-10-01,27.99
83,2021-10-01,19.99
84,2019-07-01,49.99
84,2020-04-01,49.99
84,2021-04-01,49.99
85,2019-04-01,56.49
85,2020-10-01,44.49
85,2021-04-01,44.49
86,2019-04-01,53.49
86,2020-07-01,53.49
86,2021-04-01,65.49
87,2019-10-01,174.00
87,2020-04-01,174.00
87,2021-10-01,174.00
88,2019-10-01,72.99
88,2020-10-01,72.99
88,2021-07-01,72.99
89,2019-04-01,59.99
89,2020-04-01,47.99
89,2021-10-01,59.99
90,2019-07-01,42.99
90,2020-04-01,54.99
90,2021-10-01,42.99
91,2019-07-01,174.00
91,2020-10-01,174.00
91,2021-07-01,214.00
92,2019-07-01,111.99
92,2020-07-01,111.99
92,2021-04-01,111.99
93,2019-04-01,339.00
93,2020-10-01,379.00
93,2021-07-01,379.00
94,2019-07-01,66.99
94,2020-04-01,58.99
94,2021-10-01,66.99
95,2019-07-01,17.99
95,2020-07-01,25.99
95,2021-04-01,25.99
96,2019-04-01,70.99
96,2020-07-01,70.99
96,2021-07-01,78.99
97,2019-07-01,259.99
97,2020-04-01,259.99
97,2021-07-01,259.99
98,2019-07-01,57.99
98,2020-04-01,17.99
98,2021-04-01,17.99
99,2019-10-01,17.99
99,2020-04-01,17.99
99,2021-10-01,17.99
100,2019-07-01,232.00
100,2020-04-01,232.00
100,2021-04-01,272.00
101,2019-07-01,101.00
101,2020-07-01,101.00
101,2021-10-01,141.00
102,2019-07-01,2.99
102,2020-07-01,2.99
102,2021-10-01,2.99
103,2019-07-01,8.98
103,2020-10-01,8.98
103,2021-10-01,8.98
104,2019-04-01,2.99
104,2020-10-01,2.99
104,2021-04-01,2.99
105,2019-10-01,9.75
105,2020-10-01,9.75
105,2021-07-01,9.75
106,2019-04-01,3.49
106,2020-10-01,3.49
106,2021-04-01,3.49
107,2019-04-01,9.99
107,2020-04-01,9.99
107,2021-04-01,9.99
108,2019-07-01,4.25
108,2020-04-01,4.25
108,2021-07-01,4.25
109,2019-10-01,6.00
109,2020-07-01,6.00
109,2021-07-01,6.00
110,2019-07-01,6.99
110,2020-10-01,6.99
110,2021-04-01,6.99
111,2019-10-01,7.75
111,2020-10-01,7.75
111,2021-07-01,7.75
112,2019-04-01,6.00
112,2020-04-01,6.00
112,2021-10-01,6.00
113,2019-10-01,13.00
113,2020-10-01,13.00
113,2021-04-01,13.00
114,2019-10-01,3.49
114,2020-07-01,3.49
114,2021-10-01,3.49
115,2019-10-01,9.75
115,2020-07-01,9.75
115,2021-10-01,9.75
116,2019-10-01,4.99
116,2020-10-01,4.99
116,2021-10-01,4.99
117,2019-04-01,19.99
117,2020-07-01,19.99
117,2021-07-01,19.99
118,2019-07-01,16.49
118,2020-04-01,16.49
118,2021-04-01,16.49
119,2019-07-01,5.99
119,2020-04-01,5.99
119,2021-07-01,5.99
120,2019-07-01,9.99
120,2020-07-01,9.99
120,2021-07-01,9.99
121,2019-04-01,3.99
121,2020-04-01,3.99
121,2021-04-01,3.99
122,2019-10-01,49.99
122,2020-07-01,61.99
122,2021-10-01,49.99
123,2019-04-01,21.99
123,2020-10-01,9.99
123,2021-10-01,9.99
124,2019-10-01,29.99
124,2020-10-01,29.99
124,2021-10-01,29.99
125,2019-07-01,9.99
125,2020-04-01,21.99
125,2021-10-01,9.99
126,2019-07-01,41.99
126,2020-07-01,41.99
126,2021-10-01,41.99
127,2019-10-01,42.99
127,2020-10-01,34.99
127,2021-10-01,42.99
128,2019-07-01,27.90
128,2020-07-01,19.90
128,2021-10-01,27.90
129,2019-10-01,22.99
129,2020-04-01,22.99
129,2021-04-01,22.99
130,2019-10-01,25.99
130,2020-04-01,25.99
130,2021-10-01,25.99
131,2019-04-01,14.99
131,2020-07-01,14.99
131,2021-04-01,14.99
132,2019-04-01,9.99
132,2020-04-01,9.99
132,2021-10-01,17.99
133,2019-10-01,17.99
133,2020-10-01,9.99
133,2021-07-01,9.99
134,2019-07-01,37.99
134,2020-07-01,29.99
134,2021-07-01,37.99
135,2019-10-01,22.99
135,2020-04-01,14.99
135,2021-10-01,22.99
136,2019-10-01,12.99
136,2020-10-01,12.99
136,2021-04-01,20.99
137,2019-07-01,24.79
137,2020-10-01,24.79
137,2021-04-01,16.79
138,2019-07-01,20.99
138,2020-10-01,12.99
138,2021-04-01,20.99
139,2019-07-01,12.99
139,2020-07-01,20.99
139,2021-10-01,20.99
140,2019-04-01,9.99
140,2020-10-01,9.99
140,2021-07-01,9.99
141,2019-07-01,47.99
141,2020-10-01,47.99
141,2021-10-01,39.99
142,2019-10-01,279.00
142,2020-04-01,279.00
142,2021-10-01,279.00
143,2019-10-01,219.00
143,2020-04-01,249.00
143,2021-07-01,219.00
144,2019-10-01,99.99
144,2020-07-01,111.99
144,2021-04-01,111.99
145,2019-10-01,179.00
145,2020-07-01,179.00
145,2021-07-01,179.00
146,2019-10-01,389.00
146,2020-04-01,349.00
146,2021-10-01,349.00
147,2019-10-01,52.99
147,2020-07-01,44.99
147,2021-07-01,52.99
148,2019-07-01,399.00
148,2020-07-01,399.00
148,2021-10-01,439.00
149,2019-07-01,1019.00
149,2020-04-01,1019.00
149,2021-04-01,1019.00
150,2019-07-01,349.00
150,2020-10-01,389.00
150,2021-10-01,389.00
151,2019-04-01,199.00
151,2020-04-01,199.00
151,2021-07-01,239.00
152,2019-07-01,59.99
152,2020-10-01,67.99
152,2021-10-01,67.99
153,2019-04-01,69.99
153,2020-04-01,81.99
153,2021-04-01,81.99
154,2019-10-01,79.99
154,2020-07-01,91.99
154,2021-10-01,79.99
155,2019-04-01,179.00
155,2020-04-01,179.00
155,2021-10-01,219.00
156,2019-04-01,79.99
156,2020-10-01,79.99
156,2021-04-01,79.99
157,2019-04-01,299.00
157,2020-10-01,339.00
157,2021-10-01,299.00
158,2019-04-01,279.00
158,2020-07-01,249.00
158,2021-10-01,279.00
159,2019-04-01,339.00
159,2020-10-01,339.00
159,2021-04-01,369.00
160,2019-10-01,57.99
160,2020-04-01,57.99
160,2021-07-01,57.99
161,2019-04-01,279.00
161,2020-10-01,279.00
161,2021-07-01,249.00
162,2019-10-01,19.99
162,2020-10-01,19.99
162,2021-07-01,19.99
163,2019-04-01,14.99
163,2020-04-01,14.99
163,2021-10-01,14.99
164,2019-07-01,29.99
164,2020-10-01,29.99
164,2021-04-01,29.99
165,2019-10-01,24.99
165,2020-10-01,24.99
165,2021-04-01,24.99
166,2019-10-01,24.99
166,2020-07-01,24.99
166,2021-04-01,24.99
167,2019-04-01,19.99
167,2020-07-01,19.99
167,2021-10-01,19.99
168,2019-10-01,29.99
168,2020-10-01,29.99
168,2021-10-01,29.99
169,2019-07-01,12.99
169,2020-07-01,12.99
169,2021-04-01,12.99
170,2019-04-01,38.99
170,2020-04-01,38.99
170,2021-04-01,30.99
171,2019-10-01,29.99
171,2020-07-01,29.99
171,2021-07-01,37.99
172,2019-04-01,37.99
172,2020-04-01,37.99
172,2021-07-01,29.99
173,2019-04-01,11.99
173,2020-07-01,19.99
173,2021-10-01,19.99
174,2019-07-01,30.70
174,2020-07-01,22.70
174,2021-07-01,30.70
175,2019-07-01,32.99
175,2020-07-01,24.99
175,2021-10-01,24.99
176,2019-07-01,19.99
176,2020-07-01,19.99
176,2021-04-01,11.99
177,2019-04-01,24.99
177,2020-07-01,24.99
177,2021-10-01,32.99
178,2019-07-01,19.99
178,2020-04-01,19.99
178,2021-07-01,27.99
179,2019-07-01,29.99
179,2020-04-01,29.99
179,2021-07-01,37.99
180,2019-07-01,32.99
180,2020-04-01,32.99
180,2021-04-01,24.99
181,2019-10-01,37.99
181,2020-07-01,29.99
181,2021-04-01,37.99
182,2019-07-01,34.99
182,2020-07-01,44.99
182,2021-07-01,34.99
183,2019-04-01,29.99
183,2020-04-01,29.99
183,2021-10-01,19.99
184,2019-10-01,42.99
184,2020-07-01,42.99
184,2021-04-01,42.99
185,2019-07-01,41.99
185,2020-10-01,33.99
185,2021-04-01,41.99
186,2019-04-01,34.99
186,2020-10-01,34.99
186,2021-07-01,34.99
187,2019-07-01,94.99
187,2020-10-01,94.99
187,2021-07-01,106.99
188,2019-10-01,5.99
188,2020-04-01,5.99
188,2021-04-01,5.99
189,2019-04-01,29.95
189,2020-07-01,29.95
189,2021-04-01,29.95
190,2019-10-01,9.99
190,2020-07-01,9.99
190,2021-10-01,9.99
191,2019-07-01,4.00
191,2020-10-01,4.00
191,2021-10-01,4.00
192,2019-04-01,9.99
192,2020-04-01,9.99
192,2021-04-01,9.99
193,2019-04-01,17.99
193,2020-04-01,17.99
193,2021-10-01,17.99
194,2019-04-01,12.99
194,2020-10-01,12.99
194,2021-07-01,12.99
195,2019-10-01,7.99
195,2020-10-01,7.99
195,2021-07-01,7.99
196,2019-07-01,12.99
196,2020-10-01,12.99
196,2021-04-01,12.99
197,2019-10-01,4.99
197,2020-10-01,4.99
197,2021-07-01,4.99
198,2019-10-01,58.99
198,2020-07-01,58.99
198,2021-10-01,58.99
199,2019-10-01,44.99
199,2020-07-01,44.99
199,2021-10-01,44.99
200,2019-10-01,107.99
200,2020-04-01,99.99
200,2021-04-01,99.99
201,2019-07-01,12.99
201,2020-04-01,12.99
201,2021-04-01,4.99
202,2019-07-01,42.99
202,2020-04-01,52.99
202,2021-10-01,52.99
203,2019-04-01,13.99
203,2020-04-01,3.99
203,2021-04-01,3.99
204,2019-10-01,24.99
204,2020-10-01,34.99
204,2021-04-01,24.99
205,2019-04-01,3.50
205,2020-10-01,3.50
205,2021-04-01,3.50
206,2019-10-01,28.49
206,2020-04-01,18.49
206,2021-07-01,18.49
207,2019-04-01,169.00
207,2020-07-01,169.00
207,2021-04-01,169.00
208,2019-07-01,55.99
208,2020-10-01,25.99
208,2021-04-01,55.99
209,2019-07-01,25.99
209,2020-04-01,55.99
209,2021-10-01,55.99
210,2019-07-01,42.99
210,2020-10-01,42.99
210,2021-04-01,12.99
211,2019-10-01,34.49
211,2020-10-01,34.49
211,2021-10-01,34.49
212,2019-10-01,59.99
212,2020-04-01,29.99
212,2021-10-01,29.99
213,2019-07-01,33.50
213,2020-10-01,3.50
213,2021-10-01,3.50
214,2019-10-01,49.99
214,2020-04-01,49.99
214,2021-10-01,19.99
215,2019-10-01,41.99
215,2020-07-01,41.99
215,2021-10-01,11.99
216,2019-04-01,35.99
216,2020-04-01,35.99
216,2021-04-01,35.99
217,2019-07-01,69.00
217,2020-04-01,79.00
217,2021-07-01,79.00
218,2019-10-01,699.00
218,2020-07-01,819.00
218,2021-10-01,819.00
219,2019-04-01,329.00
219,2020-07-01,329.00
219,2021-04-01,299.00
220,2019-07-01,169.00
220,2020-10-01,209.00
220,2021-04-01,169.00
221,2019-10-01,69.99
221,2020-10-01,29.99
221,2021-10-01,29.99
222,2019-07-01,140.00
222,2020-10-01,140.00
222,2021-10-01,140.00
223,2019-04-01,116.00
223,2020-07-01,146.00
223,2021-04-01,146.00
224,2019-07-01,78.99
224,2020-07-01,88.99
224,2021-07-01,88.99
225,2019-04-01,68.00
225,2020-10-01,68.00
225,2021-10-01,68.00
226,2019-10-01,77.99
226,2020-04-01,89.99
226,2021-10-01,77.99
227,2019-04-01,62.99
227,2020-10-01,72.99
227,2021-07-01,62.99
228,2019-04-01,84.99
228,2020-10-01,84.99
228,2021-04-01,94.99
229,2019-07-01,175.00
229,2020-04-01,135.00
229,2021-07-01,175.00
230,2019-04-01,69.99
230,2020-07-01,81.99
230,2021-04-01,69.99
231,2019-07-01,50.99
231,2020-04-01,50.99
231,2021-10-01,42.99
232,2019-10-01,32.97
232,2020-07-01,32.97
232,2021-04-01,44.97
233,2019-10-01,395.00
233,2020-07-01,425.00
233,2021-07-01,425.00
234,2019-10-01,150.00
234,2020-04-01,180.00
234,2021-04-01,150.00
235,2019-04-01,42.97
235,2020-04-01,42.97
235,2021-07-01,50.97
236,2019-07-01,79.99
236,2020-07-01,79.99
236,2021-07-01,87.99
237,2019-07-01,173.00
237,2020-07-01,133.00
237,2021-07-01,173.00
238,2019-04-01,83.99
238,2020-07-01,83.99
238,2021-04-01,83.99
239,2019-04-01,111.99
239,2020-10-01,99.99
239,2021-07-01,99.99
240,2019-04-01,31.97
240,2020-10-01,19.97
240,2021-04-01,19.97
241,2019-07-01,79.99
241,2020-04-01,79.99
241,2021-10-01,79.99
242,2019-04-01,479.00
242,2020-04-01,509.00
242,2021-04-01,509.00
243,2019-04-01,249.00
243,2020-04-01,249.00
243,2021-04-01,279.00
244,2019-07-01,349.00
244,2020-07-01,309.00
244,2021-10-01,309.00
245,2019-04-01,259.00
245,2020-07-01,299.00
245,2021-04-01,299.00
246,2019-10-01,309.00
246,2020-04-01,309.00
246,2021-07-01,309.00
247,2019-04-01,679.00
247,2020-04-01,799.00
247,2021-04-01,679.00
248,2019-10-01,259.00
248,2020-04-01,259.00
248,2021-04-01,299.00
249,2019-07-01,209.00
249,2020-04-01,179.00
249,2021-04-01,179.00
250,2019-07-01,299.00
250,2020-04-01,329.00
250,2021-07-01,299.00
251,2019-10-01,399.00
251,2020-10-01,399.00
251,2021-07-01,399.00
252,2019-10-01,319.00
252,2020-10-01,319.00
252,2021-07-01,319.00
253,2019-04-01,239.00
253,2020-10-01,239.00
253,2021-10-01,199.00
254,2019-10-01,199.00
254,2020-10-01,239.00
254,2021-04-01,239.00
255,2019-10-01,299.00
255,2020-04-01,299.00
255,2021-04-01,299.00
256,2019-10-01,449.00
256,2020-07-01,419.00
256,2021-04-01,419.00
257,2019-07-01,229.00
257,2020-07-01,229.00
257,2021-10-01,229.00
258,2019-10-01,369.00
258,2020-07-01,369.00
258,2021-10-01,339.00
259,2019-04-01,389.00
259,2020-07-01,349.00
259,2021-07-01,389.00
260,2019-04-01,239.00
260,2020-04-01,239.00
260,2021-04-01,239.00
261,2019-10-01,419.00
261,2020-10-01,419.00
261,2021-07-01,419.00
262,2019-04-01,209.00
262,2020-07-01,169.00
262,2021-07-01,169.00
263,2019-10-01,429.00
263,2020-04-01,429.00
263,2021-10-01,429.00
264,2019-07-01,329.97
264,2020-04-01,299.97
264,2021-07-01,329.97
265,2019-10-01,369.00
265,2020-07-01,329.00
265,2021-10-01,369.00
266,2019-07-01,209.00
266,2020-07-01,209.00
266,2021-10-01,209.00
267,2019-04-01,369.00
267,2020-10-01,399.00
267,2021-04-01,369.00
268,2019-04-01,409.97
268,2020-07-01,409.97
268,2021-04-01,379.97
269,2019-07-01,319.00
269,2020-07-01,319.00
269,2021-04-01,319.00
270,2019-10-01,319.00
270,2020-10-01,319.00
270,2021-04-01,279.00
271,2019-04-01,329.00
271,2020-07-01,289.00
271,2021-07-01,329.00
272,2019-04-01,508.97
272,2020-10-01,478.97
272,2021-04-01,478.97
273,2019-04-01,249.00
273,2020-04-01,209.00
273,2021-10-01,249.00
274,2019-10-01,399.00
274,2020-10-01,359.00
274,2021-04-01,359.00
275,2019-10-01,459.00
275,2020-10-01,459.00
275,2021-07-01,419.00
276,2019-04-01,258.97
276,2020-07-01,298.97
276,2021-04-01,258.97
277,2019-10-01,239.00
277,2020-10-01,239.00
277,2021-04-01,239.00
278,2019-04-01,289.97
278,2020-10-01,319.97
278,2021-04-01,289.97
279,2019-04-01,709.00
279,2020-07-01,709.00
279,2021-07-01,709.00
280,2019-04-01,299.00
280,2020-10-01,269.00
280,2021-07-01,269.00
281,2019-10-01,419.00
281,2020-10-01,419.00
281,2021-04-01,449.00
282,2019-04-01,62.99
282,2020-04-01,62.99
282,2021-10-01,74.99
283,2019-04-01,41.99
283,2020-07-01,41.99
283,2021-07-01,29.99
284,2019-07-01,36.99
284,2020-07-01,36.99
284,2021-10-01,24.99
285,2019-07-01,79.99
285,2020-10-01,79.99
285,2021-07-01,79.99
286,2019-07-01,62.99
286,2020-04-01,62.99
286,2021-04-01,62.99
287,2019-04-01,33.99
287,2020-10-01,23.99
287,2021-07-01,23.99
288,2019-07-01,37.99
288,2020-07-01,37.99
288,2021-10-01,37.99
289,2019-10-01,48.99
289,2020-07-01,36.99
289,2021-04-01,36.99
290,2019-10-01,29.99
290,2020-10-01,29.99
290,2021-10-01,29.99
291,2019-04-01,30.99
291,2020-10-01,30.99
291,2021-10-01,18.99
292,2019-10-01,36.99
292,2020-10-01,24.99
292,2021-04-01,36.99
293,2019-04-01,70.99
293,2020-10-01,70.99
293,2021-10-01,62.99
294,2019-07-01,71.99
294,2020-10-01,71.99
294,2021-07-01,59.99
295,2019-10-01,37.99
295,2020-04-01,37.99
295,2021-10-01,47.99
296,2019-04-01,62.99
296,2020-10-01,62.99
296,2021-04-01,62.99
297,2019-10-01,74.99
297,2020-07-01,74.99
297,2021-10-01,82.99
298,2019-07-01,69.99
298,2020-10-01,69.99
298,2021-07-01,59.99
299,2019-10-01,43.99
299,2020-07-01,43.99
299,2021-07-01,43.99
300,2019-07-01,23.99
300,2020-10-01,23.99
300,2021-07-01,31.99
301,2019-07-01,45.99
301,2020-04-01,37.99
301,2021-04-01,45.99
302,2019-04-01,101.99
302,2020-10-01,101.99
302,2021-04-01,101.99
303,2019-04-01,169.99
303,2020-04-01,169.99
303,2021-07-01,129.99
304,2019-07-01,129.99
304,2020-10-01,129.99
304,2021-10-01,159.99
305,2019-07-01,54.99
305,2020-04-01,44.99
305,2021-10-01,54.99
306,2019-07-01,129.99
306,2020-04-01,159.99
306,2021-04-01,159.99
307,2019-10-01,49.99
307,2020-07-01,49.99
307,2021-10-01,59.99
308,2019-07-01,89.99
308,2020-07-01,101.99
308,2021-04-01,89.99
309,2019-07-01,99.99
309,2020-04-01,99.99
309,2021-10-01,89.99
310,2019-04-01,28.99
310,2020-07-01,28.99
310,2021-07-01,28.99
311,2019-04-01,71.99
311,2020-07-01,71.99
311,2021-10-01,59.99
312,2019-10-01,239.99
312,2020-10-01,199.99
312,2021-10-01,239.99
313,2019-10-01,16.99
313,2020-07-01,56.99
313,2021-07-01,56.99
314,2019-10-01,159.00
314,2020-10-01,159.00
314,2021-10-01,119.00
315,2019-10-01,79.99
315,2020-07-01,79.99
315,2021-07-01,79.99
316,2019-10-01,79.97
316,2020-10-01,79.97
316,2021-10-01,79.97
317,2019-07-01,69.99
317,2020-10-01,69.99
317,2021-10-01,59.99
318,2019-07-01,20.99
318,2020-07-01,20.99
318,2021-10-01,20.99
319,2019-04-01,189.99
319,2020-10-01,189.99
319,2021-10-01,219.99
320,2019-07-01,149.99
320,2020-04-01,149.99
320,2021-04-01,179.99
321,2019-04-01,109.00
321,2020-10-01,139.00
321,2021-07-01,109.00
322,2019-04-01,42.99
322,2020-10-01,34.99
322,2021-07-01,42.99
323,2019-04-01,54.99
323,2020-07-01,54.99
323,2021-07-01,66.99
324,2019-07-01,149.99
324,2020-10-01,189.99
324,2021-04-01,189.99
325,2019-04-01,72.99
325,2020-04-01,64.99
325,2021-07-01,72.99
326,2019-07-01,189.00
326,2020-10-01,149.00
326,2021-04-01,189.00
327,2019-04-01,64.99
327,2020-07-01,54.99
327,2021-04-01,54.99
328,2019-07-01,169.99
328,2020-07-01,169.99
328,2021-04-01,209.99
329,2019-04-01,74.99
329,2020-07-01,64.99
329,2021-10-01,74.99
330,2019-04-01,94.99
330,2020-04-01,94.99
330,2021-10-01,94.99
331,2019-07-01,329.99
331,2020-04-01,299.99
331,2021-07-01,329.99
332,2019-04-01,149.99
332,2020-07-01,109.99
332,2021-07-01,149.99
333,2019-07-01,97.99
333,2020-04-01,97.99
333,2021-04-01,89.99
334,2019-04-01,154.00
334,2020-10-01,124.00
334,2021-10-01,154.00
335,2019-07-01,101.99
335,2020-10-01,101.99
335,2021-07-01,101.99
336,2019-04-01,259.99
336,2020-10-01,289.99
336,2021-04-01,259.99
337,2019-07-01,179.00
337,2020-07-01,179.00
337,2021-04-01,219.00
338,2019-10-01,189.00
338,2020-04-01,219.00
338,2021-07-01,189.00
339,2019-10-01,39.99
339,2020-10-01,39.99
339,2021-10-01,39.99
340,2019-04-01,53.99
340,2020-07-01,53.99
340,2021-10-01,61.99
341,2019-07-01,63.99
341,2020-04-01,75.99
341,2021-10-01,75.99
342,2019-10-01,59.99
342,2020-04-01,71.99
342,2021-07-01,71.99
343,2019-04-01,29.99
343,2020-04-01,41.99
343,2021-07-01,41.99
344,2019-04-01,170.00
344,2020-07-01,130.00
344,2021-07-01,170.00
345,2019-04-01,98.80
345,2020-04-01,98.80
345,2021-07-01,98.80
346,2019-04-01,499.99
346,2020-04-01,499.99
346,2021-04-01,459.99
347,2019-10-01,349.99
347,2020-10-01,349.99
347,2021-07-01,349.99
348,2019-10-01,519.99
348,2020-07-01,489.99
348,2021-07-01,519.99
349,2019-07-01,319.00
349,2020-10-01,359.00
349,2021-07-01,319.00
350,2019-10-01,299.99
350,2020-10-01,259.99
350,2021-10-01,259.99
351,2019-04-01,289.00
351,2020-04-01,289.00
351,2021-04-01,289.00
352,2019-10-01,289.00
352,2020-04-01,289.00
352,2021-07-01,289.00
353,2019-07-01,219.00
353,2020-04-01,249.00
353,2021-07-01,249.00
354,2019-10-01,259.99
354,2020-10-01,229.99
354,2021-10-01,259.99
355,2019-07-01,269.99
355,2020-04-01,269.99
355,2021-10-01,299.99
356,2019-10-01,239.99
356,2020-10-01,269.99
356,2021-07-01,269.99
357,2019-04-01,269.99
357,2020-10-01,269.99
357,2021-07-01,309.99
358,2019-04-01,209.99
358,2020-07-01,239.99
358,2021-10-01,239.99
